Unnamed: 0,번호,질문,의도 카테고리,분류 클래스
9140,9135,제 치아보험 크라운 치료 보장좀 자세히 안내해주세요.,보험 보장,7
9144,9139,임플란트의 경우 얼마씩 보장해주나요?,보험 보장,7
9145,9140,네. 가입후 2년 내에는 보장받을 수 없는 건가요?,보험 가입,0
9146,9141,브릿지 보장금액은 어떻게 되나요?,보험금,3
9147,9142,틀니는 얼마나 보장해주나요?,보험 보장,7
9150,9145,치아보험도 보장개시일이 있나요?,보험 보장,7
9151,9146,치아보험의 보장개시일은 얼마나 되나요?,보험 보장,7
9152,9147,1년내에는 보상이 어떻게 되죠?,보험 보장,7
9155,9150,영구치발거치료 보장은 어떻게 됩니까?,보험 보장,7
9158,9153,치수치료도 보장되나요?,보험 보장,7
9159,9154,치주치료는 보장이 어떻게 되나요?,보험 보장,7
9160,9155,현재 변액 유니버셜 종신보험을 11년째 납입중인데 보장에 궁금한게 있습니다.,보험금,3
9161,9156,현재 사망보험금이 3억인데 1억으로 낮추어 보험료도 낮출 수 있습니까?,보험금,3
9163,9158,사업비와 적립금에는 변화가 없나요?,보험금,3
9165,9160,사업비는 보장기간이 끝날때까지 계속 나가는 건가요?,보험 기간,6
9166,9161,보험료 미납시 자동으로 제 보험금에서 납입이 된다고 하던데 그게 사실인가요?,보험금,3
9169,9164,현재 환급금은 얼마나 나오나요?,보험 환급,1
9170,9165,OO보험 실비보험 보장에 대해서 여쭙습니다.,보험 보장,7
9171,9166,대장점막내암 보장도 있나요?,보험 보장,7
9172,9167,만기는 언제까지인가요?,보험 만기,2
9173,9168,납입기간은 어떻게 되나요?,보험 기간,6
9174,9169,보험금 지급은 빠른 편인가요?,보험금,3
9175,9170,실손보험금 청구는 간편한가요?,보험금,3
9176,9171,청구후 보험금 지급까지 보통 얼마나 걸리나요?,보험금,3
9179,9174,제가 가입한 보험으로 어떤 보장을 받을수 있는지 궁금해서 그러는데요?,보험 가입,0
9180,9175,제가 보험의 납입기간과 보장기간을 알 수 있나요?,보험 기간,6
9181,9176,보장에는 어떤것들이 있나요?,보험 보장,7
9182,9177,제가 저번달에 티눈 제거 시술 받아은거도 청구 가능 한가요?,보험 청구,8
9184,9179,내보험 찾아줌 서비스로 가입한 보험 상품전체를 비교 분석되나요?,보험 가입,0
9185,9180,제가 가입한 보험상품 전체를 비교 분석할려면 어떻게 하나요?,보험 가입,0
9188,9183,6대 위험 보장은 뭐에요?,보험 보장,7
9189,9184,보장항목을 체크해서 메일로 보내주나요?,보험 보장,7
9191,9186,제가 든 보험은 어떤 보장을 받는지 알고 싶어요.,보험 보장,7
9192,9187,제보험의 납입기간과 보장기간을 알려주시겠어요?,보험 기간,6
9193,9188,어떤 보장을 받죠?,보험 보장,7
9194,9189,장염으로 입원했는데 보장보나요?,보험 보장,7
9195,9190,가입할 때 부담보가 있었던 거 같은데 부담보내용이 뭔가요?,보험 가입,0
9196,9191,폐렴으로 치료 보상 받으려면 언제 가능하죠?,보험 보장,7
9197,9192,제가 든 보험에 어떤 보장을 받을 수 있는지 알아보려구요.,보험 보장,7
9198,9193,제가 든 보험에 납입기간과 보장기간을 알 수 있나요?,보험 기간,6
9199,9194,어떤 보장을 받지요?,보험 보장,7
9202,9197,가입한 지 2년 지났나요?,보험 가입,0
9203,9198,내보험 찾아줌 서비스로 제가 가입한 전 보험을 다 비교할 수 있나요?,보험 가입,0
9204,9199,그럼 제가 가입한 보험을 다 비교해서 분석받으려면 어떻게 해야 하나요?,보험 가입,0
9207,9202,6가지 위험 보장이 뭔가요?,보험 보장,7
9210,9205,보험금 청구를 하려고 하는데 필요서류가 무엇이 있는지 안내 부탁드립니다.,보험금,3
9211,9206,서류는 사본이라도 상관없나요?,보험 서류,14
9216,9211,통원시 의원급 외래 비용이 급여의 자기부담금 30000원이고 비급여 부분 50000원이 나왔을 경우 총 80000원이면 실비보장금액은 얼마인가요?,보험금,3
9217,9212,실손의료보험에서 자기부담금은 어떻게 외래진료와 처방조제 비율이 다른가요?,보험금,3
9218,9213,그럼 처방조제비의 자기부담금은 어떻게 되나요?,보험금,3
9219,9214,통원시 의원급 외래 비용이 급여의 자기부담금 30000원이고 비급여 부분 50000원이 나왔을 경우 총 80000원이면 자기부담금은 어떻게 되나요?,보험금,3
9220,9215,"통원시 병원급 외래 비용이 급여의 자기부담금 10000원, 비급여 부분이 40000원이 나왔을 경우 총 50000원이 병원비로 지출되었다면 보장금액은 얼마인가요?",보험금,3
9221,9216,자기부담금은 어떻게 될까요?,보험금,3
9222,9217,처방조제비 비용이 비급여 부분이 30000원이 나왔을 경우 보장금액은 어떻게 될까요?,보험금,3
9223,9218,자기부담금은 얼마나 될까요?,보험금,3
9225,9220,본인이 사용한 병실이 20만원이고 기준병실이 5만원일 경우 병실보장은 어떻게 되나요?,보험 보장,7
9226,9221,실비에서 상급병실료 경우 보상금액이 1일 평균금액이 10만원이 넘을 경우는 어떻게 적용되나요?,보험금,3
9227,9222,아까 질문에서 사망보험금은 전혀 염두해 두고 있지 않는 소비자가 실비보험인줄 알고 사망보험을 가입하는 불상사가 생기는 경우는 어떻게 해야 하나요?,보험 가입,0
9228,9223,이제는 종신보험을 기존에 가입한 경우가 아니라면 더 이상 나오지 않겠네요?,보험 가입,0
9229,9224,실비의 보장내용에서 급여 본인부담금 90%와 비급여 80%의 합계액이라고 했는데 최대 얼마를 보장해준다는 건가요?,보험금,3
9230,9225,공제된 본인부담금의 나머지 10%와 비급여의 나머지 20%를 합한 금액이 적으면 몰라도 큰 금액이면 보상되나요? 아님 공제되는 금액인가요?,보험금,3
9231,9226,만일 보험내용 중에 선택특약의 비용은 보상이 어떻게 되나요?,보험 보장,7
9232,9227,"병원에서 받은 도수치료, 체외충격파치료, 증식치료는 보장이 됩니까?",보험 보장,7
9233,9228,실비의 보장내용에서 도수치료는 무엇을 말하나요?,보험 보장,7
9234,9229,실비의 보장내용에서 체외충격파치료는 무엇인가요?,보험 보장,7
9235,9230,실비의 보장내용에서 증식치료는 무엇인가요?,보험 보장,7
9236,9231,"실비의 보장내용에서 비급여 도수치료, 체외충격파치료, 증식치료는 얼마나 보상되나요?",보험 보장,7
9237,9232,"실비의 보장내용에서 비급여 도수치료, 체외충격파치료, 증식치료에서 공제금액은 무엇을 말하나요?",보험금,3
9238,9233,병원에서 주사를 맞았는데 비급여 주사였다면 실비의 보장내용에서 비급여 주사는 보장이 어떻게 될까요?,보험 보장,7
9239,9234,그런데 실비의 보장내용에서 주사료는 어떻게 정의하나요?,보험 보장,7
9240,9235,실비의 보장내용에서 항암제는 무엇인가요?,보험 보장,7
9241,9236,실비의 보장내용에서 항생제는 무엇인가요?,보험 보장,7
9242,9237,실비의 보장내용에서 희귀의약품은 무엇인가요?,보험 보장,7
9243,9238,비급여 주사료는 얼마까지 보장되나요?,보험 보장,7
9244,9239,비급여 자기공명영상진단을 받은 경우는 보상이 되나요?,보험 보장,7
9245,9240,실비의 보장내용에서 자기공명영상진단은 무엇입니까?,보험 보장,7
9246,9241,만일 자기공명영상진단 결과를 다른 의료기관에서 판독하는 경우 실손보상이 되나요?,보험 보장,7
9247,9242,비급여 자기공명영상진단(MRI/MRA) 실손의료비 보장특약에서 보장금액은 어떻게 되나요?,보험금,3
9248,9243,그럼 자기공명영상진단을 받기 위해 먹는 조영제도 보장되나요?,보험 보장,7
9249,9244,그럼 실손보장이 안되는 경우를 알고 싶은데요? 피보험자가 고의로 자신을 해친 경우 정도는 아는데 제왕절개는 어떻게 되나요?,보험 보장,7
9250,9245,제왕절개는 안되는군요? 한가지 알았네요. 그럼 의사가 통원치료를 하라고 해도 우기고 입원을 하는 경우는 보장이 어떻게 되나요?,보험 보장,7
9251,9246,그럼 선박업에 종사하고 선박을 타고 일하는 경우는 보장이 어떻게 되나요?,보험 보장,7
9252,9247,치과치료나 한방치료는 보장이 되나요?,보험 보장,7
9253,9248,안면부 골절로 발생한 치과의료비도 보장 안되나요?,보험 보장,7
9255,9250,건강검진이나 예방접종 경우는 실손보상이 안되나요? ,보험 보장,7
9257,9252,"영양제, 비타민제, 호르몬 투여, 보신용 투약의 경우는 얼마까지 보상되나요?",보험 보장,7
9260,9255,보장범위와 보장한도는 어떻게 되나요?,보험 보장,7
9261,9256,말씀처럼 유병력자 실손의료보험이 결정적으로 투약 여부를 확인하지 않는다면 좋은 수정내용이네요?,보험 내용,10
9262,9257,약에 대한 부분이 보장되었으니 좋은데 처방전을 받기 위한 진료비는 보장이 어떻게 되나요?,보험 보장,7
9263,9258,유병력자 실손의료보험에 가입 안되는 경우는 어떤 경우인가요?,보험 가입,0
9264,9259,유병력자 실손의료보험에서 자기부담금은 기존 실손보험에 비해 보장내용이 어떻게 달라졌나요?,보험금,3
9266,9261,유병력자 실손의료보험의 보험 갱신주기는 어떻게 되며 상품구조 변경은 언제 변경되나요?,보험 내용,10
9267,9262,유병력자 실손의료보험의 가입방법은 어떻게 되나요?,보험 가입,0
9270,9265,위에서 실손의료보험 상품을 끼워파는 것을 금지했다고 하셨지요?,보험금,3
9271,9266,그럼 여행상품에 들어 있는 실손보험은 어떻게 되는 건가요?,보험 내용,10
9272,9267,유병력자 실손의료보험에서 경미한 치료 이력이 있는 경우는 일반실손보험에 가입해야 할까요 아님 유병력자 실손에 가입해야 할까요?,보험 가입,0
9274,9269,그럼 유병력자 실손보험은 일반실손 보험에 가입할 수 없는 소비자를 위한 상품이네요?,보험 가입,0
9275,9270,고혈압 약을 지속적으로 병원에서 처방받고 있는 경우는 유병력자 실손보험에 가입이 가능할까요?,보험 가입,0
9276,9271,그럼 고혈압 처방을 위해 병원을 내원하는 경우는 유병력자 실손보험의 가입심사 대상인가요? ,보험 가입,0
9277,9272,최근 암관련 진단을 받은 경우는 유병력자 실손보험 가입이 될까요?,보험 가입,0
9279,9274,건강한 편인데 보험설계사 권유로 유병력자 실손보험에 가입했습니다. 어떻해야 하나요?,보험 가입,0
9280,9275,일반실손 보험과 유병력자 실손보험에 대한 가입때 조치가 있나요?,보험 가입,0
9281,9276,그럼 이제는 소비자가 어떤 보험에 가입할 것인지를 선택해야 하겠네요?,보험 가입,0
9282,9277,일반실손과 유병력자 실손의 보장범위는 어떻게 되나요?,보험 보장,7
9283,9278,그래도 일반실손과 유병력자 실손의 보장범위가 다른 부분이 있지 않나요?,보험 보장,7
9284,9279,일반실손과 유병력자 실손의 보장범위 중 자기부담률은 동일한가요?,보험 보장,7
9285,9280,그럼 유병력자 실손도 계약전 알릴 의무사항 질문표를 작성해야 하나요?,보험 계약,13
9286,9281,유병력자 실손보험은 가입을 완화하는 방안으로 출시된 보험 아닌가요?,보험 가입,0
9287,9282,그럼 유병력자 실손보험에 가입하려면 질문표를 작성해야 한다는 것이네요?,보험 가입,0
9288,9283,대한민국 모든 보험회사의 유병력자 실손보험에 가입할 수 있나요?,보험 가입,0
9289,9284,실손보험이 단독상품으로 판매되면 진단비 등 다른 보험상품과 함께 가입이 어려운거 아닌가요?,보험 가입,0
9290,9285,실손상품이 단독상품으로 판매되어 소비자가 다른 보험상품 가입을 원하면 어떻게 해야 하나요?,보험 가입,0
9293,9288,새로 가입 할 수 없는 담보라면 기존 가입자라면 유지하는 것이 좋을까요?,보험 가입,0
9294,9289,일반상해의료비 담보를 설명해주세요. 우선 기간은 어떻게 되어 있나요?,보험 기간,6
9295,9290,일반상해의료비 담보 내용을 설명해주세요.,보험 내용,10
9300,9295,그럼 자기부담금이 없다는 것은 무슨 말인가요?,보험금,3
9301,9296,일반적인 상해통원의료비 실비 같은경우 예전에 가입했을 경우 일지라도 최소 자기부담금이 5천원이 있지않았나요?,보험 가입,0
9302,9297,"일반상해의료비의 장점과 단점 중 산재보험 보상사고, 자동차보험 보상사고도 50%가 보상이 된다는 부분 설명을 부탁합니다.",보험 보장,7
9303,9298,상해입원 및 통원의료비에서는 본인부담분이 있는 경우가 아니면 보상받지 못하는 거 아닌가요?,보험 보장,7
9304,9299,"일반상해의료비는 한방병원, 한의원, 한방치료가 보상이 된다는 부분 설명해주세요.",보험 보장,7
9305,9300,일반실손은 한의원 치료는 보장이 잘 안되는 부분이었는데 일반상해의료비는 되네요?,보험 보장,7
9306,9301,일반상해의료비의 입/통원 구분없이 가입한도가 적용이 된다는 것은 무슨 말인가요?,보험 가입,0
9308,9303,일반상해의료비의 최대 1천만원 보장은 너무 좋은 거 아닌가요?,보험 보장,7
9309,9304,"일반상해의료비의 의족, 보조기 등 진료재료 구입 및 대체비용, 상해로 인한 치과 보철치료비를 보상한다는 것은 무슨 말인가요?",보험 보장,7
9310,9305,"상해입원, 통원실손의료비에서는 보조기나 진료재료를 구입해야 되는 경우 보장이 안되는 것으로 알고 있는데요?",보험 보장,7
9311,9306,일반상해의료비에서 본인이 원하여 상급병실 이용시에는 상급병실료 차액을 보상하지 않는다는 것은 무슨 내용인가요?,보험 보장,7
9312,9307,일반상해의료비에서 보장기간이 180일이라는 것은 어떻게 해석하면 될까요?,보험 기간,6
9313,9308,보장기간이 1사고당 180일로 짧은것이 불만사항이기는 한데요. 상해입원비 지급은 보통 면책기간 이후에 보상을 해주지 않나요?,보험 기간,6
9317,9312,다른 보험에서 보상이되는 부분까지 중복보상이 되는 거죠?,보험 보장,7
9318,9313,실비를 가입하면 제일 복잡하고 머리 아픈게 실손의료비 면책기간과 보장기간에 대한 내용입니다. 정리를 좀 해주세요.,보험 가입,0
